model,lambda,arrived,dropped,served,instant_nsys,instant_nq,total_nsys,total_nq,total_wait,total_sojourn,avg_nsys,avg_nq,avg_wait,avg_sojourn,drop_prob
M/M/3/8,4.0,113,0,113,0,0,14.934485456007993,0.0,0.0,14.934485456007993,0.4978161818669331,0.0,0.0,0.1321635881062654,0.0
M/M/3/8,4.0,120,0,120,0,0,14.508535580874888,0.01878677874606005,0.0375735574921201,14.508535580874888,0.4836178526958296,0.0006262259582020017,0.00031311297910100084,0.1209044631739574,0.0
M/M/3/8,4.0,108,0,108,0,0,14.896375932299415,0.0024404569558491573,0.004880913911698315,14.896375932299415,0.4965458644099805,8.134856519497191e-05,4.519364733053995e-05,0.13792940678055013,0.0
M/M/3/8,4.0,107,0,107,0,0,14.731812155864931,0.029375630108003037,0.058751260216006074,14.731812155864931,0.4910604051954977,0.000979187670266768,0.0005490771982804306,0.13768048743799002,0.0
M/M/3/8,4.0,114,0,112,2,0,14.71093348521234,0.03492296462038036,0.06984592924076072,14.628194340652716,0.490364449507078,0.0011640988206793454,0.0006236243682210778,0.13060887804154211,0.0
M/M/3/8,4.0,116,0,116,0,0,16.055610382501072,0.0,0.0,16.055610382501072,0.5351870127500358,0.0,0.0,0.1384104343319058,0.0
M/M/3/8,4.0,126,0,126,0,0,16.301853701589213,0.075548943065054,0.151097886130108,16.301853701589213,0.5433951233863071,0.0025182981021684664,0.0011991895724611746,0.12937979128245408,0.0
M/M/3/8,4.0,127,0,127,0,0,14.846036043055479,0.03769795434632783,0.07539590869265567,14.846036043055479,0.4948678681018493,0.0012565984782109277,0.0005936685723831155,0.11689792159886205,0.0
M/M/3/8,4.0,118,0,118,0,0,17.066941894660026,0.02211919500932069,0.04423839001864138,17.066941894660026,0.5688980631553342,0.0007373065003106898,0.00037490161032746936,0.1446351008022036,0.0
M/M/3/8,4.0,101,0,100,1,0,11.997540925940353,0.0,0.0,11.945559894463909,0.3999180308646784,0.0,0.0,0.11945559894463909,0.0
M/M/3/8,4.0,119,0,119,0,0,13.75925465962332,0.0718186552453215,0.143637310490643,13.75925465962332,0.458641821987444,0.00239395517484405,0.0012070362226104454,0.11562398873633042,0.0
M/M/3/8,4.0,126,0,125,1,0,16.014828307123402,0.0,0.0,15.90770565340648,0.5338276102374467,0.0,0.0,0.12726164522725184,0.0
M/M/3/8,4.0,122,0,122,0,0,15.37951727673716,0.09991027050211443,0.19982054100422886,15.37951727673716,0.5126505758912386,0.003330342350070481,0.0016378732869199086,0.12606161702243573,0.0
M/M/3/8,4.0,116,0,113,3,0,16.12838354778593,0.053036363850560875,0.08152833454163755,15.889324868374691,0.5376127849261977,0.001767878795018696,0.0007214896862091819,0.1406134944103955,0.0
M/M/3/8,4.0,107,0,107,0,0,13.537187265181622,0.25613908339364766,0.5122781667872953,13.537187265181622,0.45123957550605404,0.008537969446454923,0.004787646418572853,0.1265157688334731,0.0
M/M/3/8,4.0,129,0,129,0,0,16.01290702876023,0.038334859371293994,0.07666971874258799,16.01290702876023,0.533763567625341,0.0012778286457097998,0.0005943389049813023,0.12413106223845141,0.0
M/M/3/8,4.0,123,0,123,0,0,19.482674376578426,0.42921207334869527,0.8584241466973905,19.482674376578423,0.6494224792192809,0.014307069111623176,0.006979058103230817,0.15839572663884896,0.0
M/M/3/8,4.0,124,0,122,2,0,14.044529095536651,0.053169578934603834,0.10633915786920767,13.806449490852538,0.46815096985122173,0.0017723192978201278,0.0008716324415508826,0.11316761877747981,0.0
M/M/3/8,4.0,115,0,113,2,0,15.481039199253509,0.08343661611193287,0.16687323222386574,15.41648664229092,0.516034639975117,0.002781220537064429,0.0014767542674678385,0.13642908533000814,0.0
M/M/3/8,4.0,111,0,110,1,0,15.93939373305141,0.0,0.0,15.93939373305141,0.531313124435047,0.0,0.0,0.14490357939137646,0.0
